"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CU_NAME","GrantId","DateAwarded","Amount","Grantor","OtherGrantor","GrantType"
18454,9/30/2021 0:00:00,9719,"VALLEY HILLS",3675,1/30/2014 0:00:00,4000,"Other","CALIFORNIA CU LEAGUE","Pass Through"
18462,9/30/2021 0:00:00,9725,"T E A",279,7/19/2009 0:00:00,1922,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Not Collected"
18462,9/30/2021 0:00:00,9725,"T E A",6745,10/30/2018 0:00:00,4000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
18462,9/30/2021 0:00:00,9725,"T E A",7769,5/12/2020 0:00:00,10000,"Other","COVID-19 Emergency Fund","Program Grant"
18462,9/30/2021 0:00:00,9725,"T E A",7775,5/26/2020 0:00:00,1500,"Other","LCUL Spec Grant Program COVID19","Program Grant"
18462,9/30/2021 0:00:00,9725,"T E A",7782,6/11/2020 0:00:00,450,"Other","LCUL Spec Grant Program COVID19","Program Grant"
18462,9/30/2021 0:00:00,9725,"T E A",9343,8/30/2021 5:00:00 AM,7000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
18462,9/30/2021 0:00:00,9725,"T E A",9344,10/19/2021 5:00:00 AM,12500,"Other","Inclusiv 2021 Racial Equity Grant Fund","Program Grant"
18462,9/30/2021 0:00:00,9725,"T E A",9345,9/13/2021 5:00:00 AM,1000,"State League Foundation","","Capital- unrestricted donation to equity"
18462,9/30/2021 0:00:00,9725,"T E A",9346,9/10/2021 5:00:00 AM,750,"State League Foundation","","Pass Through"
18462,9/30/2021 0:00:00,9725,"T E A",9347,9/7/2021 5:00:00 AM,1000,"State League Foundation","","Pass Through"
18474,9/30/2021 0:00:00,9731,"COMBINED",4504,4/2/2015 0:00:00,3000,"Other","Office of Small Credit Union Intiatives","Program Grant"
18474,9/30/2021 0:00:00,9731,"COMBINED",4878,12/9/2015 0:00:00,2000,"Other","Cornerstone Credit Union Foundation","Program Grant"
18474,9/30/2021 0:00:00,9731,"COMBINED",5124,6/1/2016 0:00:00,2000,"Other","Association of Credit Union Leagues","Subsidy for Risk or ALL"
18474,9/30/2021 0:00:00,9731,"COMBINED",5125,4/4/2016 0:00:00,1250,"Other","Association of Credit Union Leagues","Program Grant"
18474,9/30/2021 0:00:00,9731,"COMBINED",5981,8/30/2017 0:00:00,7500,"Other","Office of Small Credit Union Iniatives","Program Grant"
18474,9/30/2021 0:00:00,9731,"COMBINED",6232,12/1/2017 0:00:00,1000,"Other","Association of Credit Union Leagues","Program Grant"
18474,9/30/2021 0:00:00,9731,"COMBINED",6489,5/21/2018 0:00:00,2500,"Other","Association of Credit Union Leagues","Program Grant"
18474,9/30/2021 0:00:00,9731,"COMBINED",7116,6/18/2019 0:00:00,1234,"Other","Association of Credit Union Leagues","Program Grant"
18474,9/30/2021 0:00:00,9731,"COMBINED",7117,5/22/2019 0:00:00,300,"Other","South Central Chapter","Program Grant"
18474,9/30/2021 0:00:00,9731,"COMBINED",8347,10/15/2020 0:00:00,6250,"National Credit Union Foundation","","Program Grant"
18474,9/30/2021 0:00:00,9731,"COMBINED",8700,12/22/2020 0:00:00,199,"Other","Association of Credit Union Leagues","Program Grant"
18528,9/30/2021 0:00:00,9756,"SAINT JOHN A M E",477,3/20/1998 0:00:00,1800,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
18528,9/30/2021 0:00:00,9756,"SAINT JOHN A M E",478,7/25/2000 0:00:00,3500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
18528,9/30/2021 0:00:00,9756,"SAINT JOHN A M E",479,2/8/2002 0:00:00,50000,"Other","CDRLP","Program Grant"
18528,9/30/2021 0:00:00,9756,"SAINT JOHN A M E",3361,1/3/2013 0:00:00,10000,"Community Development Financial Institution (CDFI)","","Program Grant"
18559,9/30/2021 0:00:00,9776,"STARR COUNTY TEACHERS",5078,2/22/2016 0:00:00,2250,"Other","Community Investment Fund (CIF)","Program Grant"
18559,9/30/2021 0:00:00,9776,"STARR COUNTY TEACHERS",5140,6/29/2016 0:00:00,750,"Other","Portico","Program Grant"
18559,9/30/2021 0:00:00,9776,"STARR COUNTY TEACHERS",7258,8/5/2019 0:00:00,2750,"Community Development Financial Institution (CDFI)","","Program Grant"
18574,9/30/2021 0:00:00,9786,"AURORA",6787,1/1/2019 0:00:00,7500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
18574,9/30/2021 0:00:00,9786,"AURORA",7277,8/29/2019 0:00:00,8000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
18616,9/30/2021 0:00:00,9811,"DUKE UNIVERSITY",4714,7/29/2015 0:00:00,5500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
18749,9/30/2021 0:00:00,9875,"705",8070,4/16/2020 0:00:00,10000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
18749,9/30/2021 0:00:00,9875,"705",9299,9/16/2021 5:00:00 AM,125000,"Community Development Financial Institution (CDFI)","","Program Grant"
18814,9/30/2021 0:00:00,9905,"GARLAND COUNTY EDUCATORS",3568,10/28/2013 0:00:00,500,"Other","Cornerstone CU Foundation","Program Grant"
18814,9/30/2021 0:00:00,9905,"GARLAND COUNTY EDUCATORS",3828,6/23/2014 0:00:00,2058,"Other","CORNERSTONE FOUNDATION","Program Grant"
18814,9/30/2021 0:00:00,9905,"GARLAND COUNTY EDUCATORS",3829,4/7/2014 0:00:00,500,"Other","S CENTRAL AR CHAPTER - CORNERSTONE","Program Grant"
18814,9/30/2021 0:00:00,9905,"GARLAND COUNTY EDUCATORS",3830,3/10/2014 0:00:00,3940,"Other","OSCUI","Pass Through"
18814,9/30/2021 0:00:00,9905,"GARLAND COUNTY EDUCATORS",4381,3/4/2015 0:00:00,350,"Other","FOCUS SUMMIT GRANT AWARD","Program Grant"
18814,9/30/2021 0:00:00,9905,"GARLAND COUNTY EDUCATORS",4382,2/5/2015 0:00:00,1990,"National Credit Union Foundation","","Program Grant"
18814,9/30/2021 0:00:00,9905,"GARLAND COUNTY EDUCATORS",4611,7/30/2015 0:00:00,7500,"Other","OSCUI","Program Grant"
18882,9/30/2021 0:00:00,9936,"C T A F C",3662,10/1/2013 0:00:00,400,"Other","ICUL","Program Grant"
18882,9/30/2021 0:00:00,9936,"C T A F C",3663,7/1/2013 0:00:00,1400,"Other","ICUL","Program Grant"
18882,9/30/2021 0:00:00,9936,"C T A F C",4048,9/30/2014 0:00:00,1250,"Other","ICUL","Program Grant"
18917,9/30/2021 0:00:00,9950,"SKYPOINT",7190,3/1/2019 0:00:00,20000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
18917,9/30/2021 0:00:00,9950,"SKYPOINT",7191,9/19/2018 0:00:00,600000,"Community Development Financial Institution (CDFI)","","Program Grant"
18917,9/30/2021 0:00:00,9950,"SKYPOINT",7549,11/19/2019 0:00:00,565000,"Community Development Financial Institution (CDFI)","","Program Grant"
18917,9/30/2021 0:00:00,9950,"SKYPOINT",8402,9/24/2020 0:00:00,557000,"Community Development Financial Institution (CDFI)","","Program Grant"
18965,9/30/2021 0:00:00,9975,"OKLAHOMA COMMUNITY",4477,3/27/2015 0:00:00,10000,"Other","Cuna","Program Grant"
18965,9/30/2021 0:00:00,9975,"OKLAHOMA COMMUNITY",4658,7/31/2015 0:00:00,5000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
18965,9/30/2021 0:00:00,9975,"OKLAHOMA COMMUNITY",5295,7/28/2016 0:00:00,15000,"Other","Office of Small CU Initiatives","Program Grant"
19027,9/30/2021 0:00:00,10007,"CATTARAUGUS COUNTY EMPLOYEES",3590,8/28/2013 0:00:00,15000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
19027,9/30/2021 0:00:00,10007,"CATTARAUGUS COUNTY EMPLOYEES",5984,9/1/2017 0:00:00,7500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
19047,9/30/2021 0:00:00,10019,"EMERALD CREDIT ASSOCIATION",364,7/17/2009 0:00:00,5000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
19131,9/30/2021 0:00:00,10067,"A L E C",8251,8/24/2020 0:00:00,3912,"Other","NATIONAL CREDIT UNION ADMINISTRATION","Program Grant"
19216,9/30/2021 0:00:00,10115,"N Y TEAM",8372,4/6/2020 0:00:00,5000,"Other","ALLOYA CORP FCU","Program Grant"
19274,9/30/2021 0:00:00,10152,"HARBOR BEACH COMMUNITY",6509,5/1/2018 0:00:00,1000,"Other","Michigan Credit Union Foundation","Program Grant"
19295,9/30/2021 0:00:00,10167,"LIVINGSTON PARISH",5478,10/27/2016 0:00:00,7500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
19393,9/30/2021 0:00:00,10231,"IBEW 116",1069,12/7/2011 6:00:00 AM,1500,"National Credit Union Foundation","","Not Collected"
19393,9/30/2021 0:00:00,10231,"IBEW 116",3203,2/19/2009 6:00:00 AM,2000,"National Credit Union Foundation","","Not Collected"
19393,9/30/2021 0:00:00,10231,"IBEW 116",5014,2/22/2016 0:00:00,1500,"National Credit Union Foundation","","Program Grant"
19393,9/30/2021 0:00:00,10231,"IBEW 116",6530,5/22/2018 5:00:00 AM,1250,"National Credit Union Foundation","","Program Grant"
19393,9/30/2021 0:00:00,10231,"IBEW 116",8927,7/5/2021 5:00:00 AM,500,"National Credit Union Foundation","","Program Grant"
19433,9/30/2021 0:00:00,10257,"SOFTITE COMMUNITY",369,7/6/2006 0:00:00,3500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Not Collected"
19433,9/30/2021 0:00:00,10257,"SOFTITE COMMUNITY",4061,8/1/2014 0:00:00,10500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
19433,9/30/2021 0:00:00,10257,"SOFTITE COMMUNITY",4680,4/17/2015 0:00:00,5198,"Other","Association of Credit Union Leagues","Program Grant"
19433,9/30/2021 0:00:00,10257,"SOFTITE COMMUNITY",6020,2/17/2017 0:00:00,3000,"Other","Ohio Credit Union Foundation","Program Grant"
19433,9/30/2021 0:00:00,10257,"SOFTITE COMMUNITY",6735,2/19/2018 0:00:00,3000,"Other","Association of Credit Union Leagues","Program Grant"
19433,9/30/2021 0:00:00,10257,"SOFTITE COMMUNITY",6736,9/30/2017 0:00:00,10000,"National Federation of Community Development Credit Unions","","Program Grant"
19433,9/30/2021 0:00:00,10257,"SOFTITE COMMUNITY",7245,5/14/2019 0:00:00,3000,"Other","Association of Credit Union Leagues","Program Grant"
19433,9/30/2021 0:00:00,10257,"SOFTITE COMMUNITY",9333,9/1/2021 4:00:00 AM,5220,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
19448,9/30/2021 0:00:00,10267,"U. T.",3520,5/6/2013 0:00:00,4000,"Other","The Office of Small Credi Union Initiatives","Program Grant"
19448,9/30/2021 0:00:00,10267,"U. T.",4389,3/1/2015 0:00:00,1200,"Other","NEFE","Program Grant"
19522,9/30/2021 0:00:00,10313,"PROVIDENCE",6339,10/1/2017 0:00:00,3770,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
19541,9/30/2021 0:00:00,10325,"PARK VIEW",4740,7/31/2015 0:00:00,10000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
19567,9/30/2021 0:00:00,10343,"THE FLORIST",626,12/1/2006 0:00:00,3500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Not Collected"
19567,9/30/2021 0:00:00,10343,"THE FLORIST",627,10/31/2011 0:00:00,2551,"Other","Association of Credit Union Leagues","Not Collected"
19567,9/30/2021 0:00:00,10343,"THE FLORIST",3160,4/2/2012 0:00:00,3000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Not Collected"
19567,9/30/2021 0:00:00,10343,"THE FLORIST",4272,3/2/2015 0:00:00,7500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
19567,9/30/2021 0:00:00,10343,"THE FLORIST",5640,2/24/2017 0:00:00,4000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
19605,9/30/2021 0:00:00,10361,"FINANCIAL EDUCATORS",5464,7/25/2016 0:00:00,10000,"Other","NCUA - OSCUI","Program Grant"
19605,9/30/2021 0:00:00,10361,"FINANCIAL EDUCATORS",8148,4/27/2020 0:00:00,10000,"Other","NCUA - OSCUI Special Needs","Program Grant"
19605,9/30/2021 0:00:00,10361,"FINANCIAL EDUCATORS",9416,8/30/2021 4:00:00 AM,7000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
19655,9/30/2021 0:00:00,10397,"PRIORITY FIRST",7393,8/29/2019 0:00:00,4500,"Community Development Financial Institution (CDFI)","","Program Grant"
19668,9/30/2021 0:00:00,10405,"FIVE STAR OF MARYLAND",5035,2/5/2016 0:00:00,7500,"Other","OSCUI","Program Grant"
19668,9/30/2021 0:00:00,10405,"FIVE STAR OF MARYLAND",8028,6/16/2020 0:00:00,10000,"Other","NCUA COVID-19","Pass Through"
19700,9/30/2021 0:00:00,10423,"MIDDLE TENNESSEE",4066,8/1/2014 0:00:00,3000,"Other","OSCUI","Program Grant"
19708,9/30/2021 0:00:00,10428,"NORTHERN ILLINOIS",3192,3/31/2013 0:00:00,2500,"Other","ILLINOIS CREDIT UNION LEAGUE FOUNDATION","Program Grant"
19708,9/30/2021 0:00:00,10428,"NORTHERN ILLINOIS",4299,3/31/2015 0:00:00,4000,"Other","NCUA OSCUI","Program Grant"
19708,9/30/2021 0:00:00,10428,"NORTHERN ILLINOIS",4422,3/31/2015 0:00:00,2500,"Other","ILLINOIS CREDIT UNION LEAGUE FOUNDATION","Program Grant"
19708,9/30/2021 0:00:00,10428,"NORTHERN ILLINOIS",6586,9/4/2018 0:00:00,2500,"Other","iLLINOIS CREDIT UNION LEAGUE FOUNDATION","Program Grant"
19708,9/30/2021 0:00:00,10428,"NORTHERN ILLINOIS",7448,9/30/2019 0:00:00,2500,"Other","Illinois Credit Union League Foundation","Program Grant"
19708,9/30/2021 0:00:00,10428,"NORTHERN ILLINOIS",7974,5/20/2020 0:00:00,10000,"Other","National Credit Union Administration COVID 19","Program Grant"
19708,9/30/2021 0:00:00,10428,"NORTHERN ILLINOIS",7975,3/31/2020 0:00:00,5000,"Other","Alloya Corporate Federal Credit Union","Program Grant"
19708,9/30/2021 0:00:00,10428,"NORTHERN ILLINOIS",7976,3/31/2020 0:00:00,2000,"Other","Illinois Credit Union League Foundation","Program Grant"
19732,9/30/2021 0:00:00,10442,"RAVALLI COUNTY",4594,7/31/2015 0:00:00,7500,"Other","OSCUI","Program Grant"
19739,9/30/2021 0:00:00,10447,"POLAM",9372,10/1/2021 7:00:00 AM,5000,"Other","Shapiro Group","Program Grant"
19741,9/30/2021 0:00:00,10448,"FANNIN COUNTY TEACHERS",7588,6/17/2019 5:00:00 AM,1567,"Other","Cornerstone CU League","Program Grant"
19775,9/30/2021 0:00:00,10470,"GREATER CENTENNIAL",196,10/2/2009 0:00:00,7000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Not Collected"
19775,9/30/2021 0:00:00,10470,"GREATER CENTENNIAL",3165,11/14/2012 0:00:00,1500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Not Collected"
19775,9/30/2021 0:00:00,10470,"GREATER CENTENNIAL",8909,11/1/2020 0:00:00,7500,"Other","Inclusiv","Capital- unrestricted donation to equity"
19788,9/30/2021 0:00:00,10477,"CAROLINA",3957,8/1/2014 0:00:00,3000,"Other","Office of Small Credit Unions Training Grant","Program Grant"
19788,9/30/2021 0:00:00,10477,"CAROLINA",5262,7/27/2016 0:00:00,7500,"Other","Office of Small Credit Unions-Cyber Security Grant","Program Grant"
19788,9/30/2021 0:00:00,10477,"CAROLINA",8016,4/14/2020 0:00:00,7500,"Other","COVID-19 Urgent Needs","Program Grant"
19867,9/30/2021 0:00:00,10525,"URW COMMUNITY",4809,7/31/2015 0:00:00,7500,"Other","The Office of Small Credit Union Initiatives","Program Grant"
19867,9/30/2021 0:00:00,10525,"URW COMMUNITY",6124,8/30/2017 0:00:00,7500,"Other","The Office of Small Credit Union Initatives","Program Grant"
19867,9/30/2021 0:00:00,10525,"URW COMMUNITY",7398,8/29/2019 0:00:00,5000,"Other","The Office of Small Credit Union Initatives","Pass Through"
19896,9/30/2021 0:00:00,10546,"BUTTE COMMUNITY",669,11/13/2007 0:00:00,15000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
19920,9/30/2021 0:00:00,10559,"SHERCHEM",3775,3/24/2014 0:00:00,1894,"Other","OSCUI Urgent Needs Grant","Program Grant"
20002,9/30/2021 0:00:00,10609,"LA TERRE",9310,9/22/2021 5:00:00 AM,7500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
20013,9/30/2021 0:00:00,10618,"BROCKPORT",5441,6/30/2016 0:00:00,15000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
20015,9/30/2021 0:00:00,10620,"ENCENTUS",4939,12/31/2015 0:00:00,2000,"Other","Cornerstone Credit Union Foundation","Program Grant"
20015,9/30/2021 0:00:00,10620,"ENCENTUS",5063,4/4/2016 0:00:00,1500,"Other","Cornerstone Foundation","Program Grant"
20015,9/30/2021 0:00:00,10620,"ENCENTUS",6730,7/15/2018 0:00:00,1700,"Other","Cornerstone League","Program Grant"
20015,9/30/2021 0:00:00,10620,"ENCENTUS",8464,3/18/2020 0:00:00,3800,"Other","Cornerstone Foundation","Program Grant"
20015,9/30/2021 0:00:00,10620,"ENCENTUS",9294,9/1/2021 5:00:00 AM,6400,"Community Development Financial Institution (CDFI)","","Pass Through"
20041,9/30/2021 0:00:00,10640,"AMERICHOICE",9112,3/25/2021 4:00:00 AM,2500,"State League Foundation","","Program Grant"
20060,9/30/2021 0:00:00,10656,"N.U.L.",5091,4/18/2016 0:00:00,152,"Other","New York State Credit Union Foundation","Program Grant"
20060,9/30/2021 0:00:00,10656,"N.U.L.",6562,5/9/2018 0:00:00,149,"Other","New York State Credit Union Foundation","Program Grant"
20060,9/30/2021 0:00:00,10656,"N.U.L.",9215,9/3/2020 4:00:00 AM,25000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
20114,9/30/2021 0:00:00,10689,"TWO RIVERS",3751,1/24/2014 0:00:00,4500,"Community Development Financial Institution (CDFI)","","Program Grant"
20114,9/30/2021 0:00:00,10689,"TWO RIVERS",4184,8/1/2014 0:00:00,3000,"Community Development Financial Institution (CDFI)","","Program Grant"
20114,9/30/2021 0:00:00,10689,"TWO RIVERS",4930,12/31/2015 0:00:00,2000,"Other","Cornerstone Credit Union Foundation","Program Grant"
20114,9/30/2021 0:00:00,10689,"TWO RIVERS",4931,10/20/2015 0:00:00,1000,"Other","Cornerstone Credit Union Foundation","Program Grant"
20114,9/30/2021 0:00:00,10689,"TWO RIVERS",4932,1/7/2015 0:00:00,2498,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
20114,9/30/2021 0:00:00,10689,"TWO RIVERS",5199,5/26/2016 0:00:00,1035,"Other","Cornerstone Foundation","Program Grant"
20114,9/30/2021 0:00:00,10689,"TWO RIVERS",5200,4/11/2016 0:00:00,987,"Other","Cornerstone Foundation","Program Grant"
20114,9/30/2021 0:00:00,10689,"TWO RIVERS",5714,4/26/2017 0:00:00,1000,"Other","Cornerstone Foundation","Program Grant"
20114,9/30/2021 0:00:00,10689,"TWO RIVERS",5715,3/23/2017 0:00:00,1500,"Other","Cornerstone Foundation","Program Grant"
20114,9/30/2021 0:00:00,10689,"TWO RIVERS",6542,5/22/2018 0:00:00,12200,"Other","Cornerstone Foundation","Program Grant"
20114,9/30/2021 0:00:00,10689,"TWO RIVERS",7017,2/1/2019 0:00:00,2565,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
20114,9/30/2021 0:00:00,10689,"TWO RIVERS",7188,6/17/2019 0:00:00,1873,"Other","Cornerstone Foundation","Program Grant"
20114,9/30/2021 0:00:00,10689,"TWO RIVERS",7746,4/6/2020 0:00:00,2750,"Other","CORNERSTONE FOUNDATION","Program Grant"
20114,9/30/2021 0:00:00,10689,"TWO RIVERS",8041,6/16/2020 0:00:00,10000,"Community Development Financial Institution (CDFI)","","Program Grant"
20114,9/30/2021 0:00:00,10689,"TWO RIVERS",9007,5/1/2021 5:00:00 AM,1850,"Other","Cornerstone Foundation","Program Grant"
20194,9/30/2021 0:00:00,10748,"MID MINNESOTA",6885,12/24/2018 0:00:00,500000,"Community Development Financial Institution (CDFI)","","Subsidy for Risk or ALL"
20194,9/30/2021 0:00:00,10748,"MID MINNESOTA",8731,11/20/2020 0:00:00,2500,"Other","MnCUN","Program Grant"
20194,9/30/2021 0:00:00,10748,"MID MINNESOTA",9066,6/15/2021 5:00:00 AM,1826265,"Community Development Financial Institution (CDFI)","","Capital- unrestricted donation to equity"
20194,9/30/2021 0:00:00,10748,"MID MINNESOTA",9292,8/20/2021 5:00:00 AM,500,"Other","Crow Wing County-Crow Wing Energized","Program Grant"
20279,9/30/2021 0:00:00,10799,"SISTER'S HOSPITAL EMPLOYEES",7137,2/7/2019 0:00:00,3000,"Other","New York State Credit Union Foundation","Program Grant"
20279,9/30/2021 0:00:00,10799,"SISTER'S HOSPITAL EMPLOYEES",8289,9/15/2020 0:00:00,1900,"Other","New York State Credit Union Foundation","Program Grant"
20324,9/30/2021 0:00:00,10829,"ALLOY",4425,5/14/2015 0:00:00,3000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
20354,9/30/2021 0:00:00,10848,"HILL DISTRICT",382,1/1/2010 0:00:00,52000,"Other","NPP COMMUNITY PARTNERSHIP","Not Collected"
20391,9/30/2021 0:00:00,10873,"G. P. M.",4189,12/3/2014 6:00:00 AM,2500,"Other","CORNERSTONE CREDIT UNION LEAGUE","Program Grant"
20410,9/30/2021 0:00:00,10884,"NORTHSIDE",5891,5/15/2017 0:00:00,950,"Other","Geprgia Credit Union Affiliates","Program Grant"
20415,9/30/2021 0:00:00,10888,"PINEY HILLS FEDERAL",352,8/15/2012 0:00:00,1583700,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Not Collected"
20469,9/30/2021 0:00:00,10927,"I.B.E.W. LU 66",4214,10/9/2014 0:00:00,1000,"Other","Cornerstone Credit Union Foundation","Program Grant"
20503,9/30/2021 0:00:00,10950,"IBEW COMMUNITY",5781,7/25/2016 0:00:00,7270,"National Credit Union Foundation","","Program Grant"
20547,9/30/2021 0:00:00,10981,"UPSTATE MILK EMPLOYEES",3891,6/5/2014 4:00:00 AM,2500,"Other","NYSCUL Foundation","Program Grant"
20547,9/30/2021 0:00:00,10981,"UPSTATE MILK EMPLOYEES",7023,3/26/2019 4:00:00 AM,3000,"Other","NYSCUL Foundation","Program Grant"
20557,9/30/2021 0:00:00,10988,"CRAFTMASTER",678,7/30/2010 0:00:00,1700,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Not Collected"
20557,9/30/2021 0:00:00,10988,"CRAFTMASTER",679,11/2/2010 0:00:00,6500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Not Collected"
20557,9/30/2021 0:00:00,10988,"CRAFTMASTER",680,1/25/2012 0:00:00,5280,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Not Collected"
20557,9/30/2021 0:00:00,10988,"CRAFTMASTER",3677,3/10/2014 0:00:00,5000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
20557,9/30/2021 0:00:00,10988,"CRAFTMASTER",5960,8/30/2017 0:00:00,3500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
20558,9/30/2021 0:00:00,10989,"CHROME",5415,7/25/2016 0:00:00,7000,"Other","Office of Small Credit Union Initiatives","Program Grant"
20567,9/30/2021 0:00:00,10996,"P.N.G. NORTHERN",4752,7/31/2015 0:00:00,24000,"Other","OSCUI","Program Grant"
20600,9/30/2021 0:00:00,11021,"LUSO",6288,10/5/2017 0:00:00,21700,"Other","Commonwealth of Massachusetts, Executive Office of Labor and Workforce Development, administered by Commonwealth Corporation","Program Grant"
20622,9/30/2021 0:00:00,11041,"MINERVA AREA",3799,2/14/2014 0:00:00,3024,"National Credit Union Foundation","","Program Grant"
20622,9/30/2021 0:00:00,11041,"MINERVA AREA",4138,6/30/2014 0:00:00,895,"Other","Ohio Credit Union League","Program Grant"
20622,9/30/2021 0:00:00,11041,"MINERVA AREA",5466,6/30/2016 0:00:00,1279,"National Credit Union Foundation","","Program Grant"
20622,9/30/2021 0:00:00,11041,"MINERVA AREA",5741,2/1/2017 0:00:00,1116,"Other","OCUL","Program Grant"
20622,9/30/2021 0:00:00,11041,"MINERVA AREA",6539,6/18/2018 0:00:00,2320,"Other","OCUL","Program Grant"
20622,9/30/2021 0:00:00,11041,"MINERVA AREA",6719,6/30/2018 0:00:00,4800,"Other","OCUL","Program Grant"
20622,9/30/2021 0:00:00,11041,"MINERVA AREA",6906,1/16/2019 0:00:00,6500,"Other","CDRLF from NCUA","Program Grant"
20622,9/30/2021 0:00:00,11041,"MINERVA AREA",7559,8/30/2019 0:00:00,3370,"Other","NCUA Educational Grant","Program Grant"
20622,9/30/2021 0:00:00,11041,"MINERVA AREA",8126,2/1/2020 0:00:00,10000,"Other","NCUA COVID Emergency Grant","Program Grant"
20622,9/30/2021 0:00:00,11041,"MINERVA AREA",9460,8/31/2021 4:00:00 AM,7000,"National Credit Union Foundation","","Program Grant"
20719,9/30/2021 0:00:00,11106,"BALTIMORE WASHINGTON",8332,10/1/2020 0:00:00,712,"Other","MDDCCUA/CU Foundation","Program Grant"
20720,9/30/2021 0:00:00,11107,"L. A. MISSION",5623,9/19/2016 0:00:00,5000,"Other","California Credit Union League- Shapiro Group Technology Grant","Program Grant"
20773,9/30/2021 0:00:00,11138,"LOCAL 1233",5951,9/1/2017 0:00:00,1269,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
20793,9/30/2021 0:00:00,11152,"FINANCIAL HEALTH",8171,5/13/2020 0:00:00,3500,"Other","INDIANA CREDIT UNION LEAGUE","Pass Through"
20793,9/30/2021 0:00:00,11152,"FINANCIAL HEALTH",8172,5/6/2020 0:00:00,5000,"Other","ALLOYA CORPORATE FEDERAL CU","Subsidy for Risk or ALL"
20793,9/30/2021 0:00:00,11152,"FINANCIAL HEALTH",8173,5/6/2020 0:00:00,10000,"Other","NATIONAL CREDIT UNION ADMINISTRATION","Program Grant"
20793,9/30/2021 0:00:00,11152,"FINANCIAL HEALTH",8438,9/21/2020 0:00:00,7500,"Other","Inclusive","Pass Through"
20805,9/30/2021 0:00:00,11163,"DUBOIS-PIKE",7788,5/12/2020 4:00:00 AM,3500,"Other","Association of Credit Union Leagues","Program Grant"
